current prev next pos lang
.... gst abbailu G_X univ 
abbailu .... asalu G_X te 
asalu abbailu gujju G_X te 
gujju asalu emina G_J univ 
emina gujju undha G_N te 
undha emina ledha G_X te 
ledha undha pure G_X te 
pure ledha bhajana G_J en 
bhajana pure null G_X te 

@kuncheraghu null @trishtrashers @ univ 
@trishtrashers @kuncheraghu sir @ univ 
sir @trishtrashers miru G_N en 
miru sir like G_N te 
like miru thappinchi G_V en 
thappinchi like reply G_X te 
reply thappinchi ivvara G_V en 
ivvara reply :p G_X te 
:p ivvara eppudu E univ 
eppudu :p release G_J te 
release eppudu chestharo G_N en 
chestharo release date G_X te 
date chestharo ayina G_N en 
ayina date cheppandi G_X te 
cheppandi ayina @DirectorGovi G_X te 
@DirectorGovi cheppandi garini @ univ 
garini @DirectorGovi adgi G_PRT te 
adgi garini null G_PRT univ 

@supersampangi null Hater @ univ 
Hater @supersampangi ani G_N en 
ani Hater direct DT te 
direct ani ga G_J en 
ga direct chepthe G_N univ 
chepthe ga parvaledu G_X te 
parvaledu chepthe bro G_X te 
bro parvaledu ... G_N en 
... bro Indirect G_X univ 
Indirect ... ga G_J en 
ga Indirect podusthu G_X univ 
podusthu ga untadu G_X te 
untadu podusthu followers G_X te 
followers untadu kosam G_N en 
kosam followers .. G_X te 
.. kosam adhe G_X univ 
adhe .. kaaluddi G_X te 
kaaluddi adhe naaku G_X te 
naaku kaaluddi .. G_X te 
.. naaku null G_X univ 

@PawanKalyan null garu @ univ 
garu @PawanKalyan idhemaina G_PRT univ 
idhemaina garu padhathe G_N te 
padhathe idhemaina na G_X te 
na padhathe ?? G_X univ 
?? na Asalu G_X univ 
Asalu ?? ... G_X te 
... Asalu https:// ~ univ 
https:// ... twitter.com/TeluguFilmBuzz U univ 
twitter.com/TeluguFilmBuzz https:// /status/707823349867671553 U univ 
/status/707823349867671553 twitter.com/TeluguFilmBuzz null G_N en 

@meerasayz null naaku @ univ 
naaku @meerasayz thana G_X te 
thana naaku pics G_X te 
pics thana chusthe G_N en 
chusthe pics ah G_X te 
ah chusthe rojantha G_PRT univ 
rojantha ah ide G_X te 
ide rojantha song G_X univ 
song ide hum G_N en 
hum song chesthune G_N univ 
chesthune hum vunta G_X te 
vunta chesthune null G_X te 

What null a G_PRP en 
a What catch DT univ 
catch a e G_N en 
e catch associate G_N univ 
associate e teams G_N en 
teams associate fielding G_N en 
fielding teams asalu G_V en 
asalu fielding mamul G_N te 
mamul asalu ga G_X univ 
ga mamul ledu G_X univ 
ledu ga null G_X te 

Oka null cricketer G_PRT te 
cricketer Oka ODI G_N en 
ODI cricketer lo G_N univ 
lo ODI Max PSP univ 
Max lo enta G_N en 
enta Max score G_X te 
score enta cheyagaladu G_N en 
cheyagaladu score without G_X te 
without cheyagaladu any PSP en 
any without extras DT en 
extras any ... G_N en 
... extras whatsapp G_X univ 
whatsapp ... forward G_N univ 
forward whatsapp ans G_R en 
ans forward telidu G_X en 
telidu ans nenu G_X univ 
nenu telidu 1506 G_X te 
1506 nenu anukuntuna null univ 
anukuntuna 1506 ans G_X te 
ans anukuntuna chepandi G_N en 
chepandi ans evarina G_X te 
evarina chepandi null G_X te 

1st null class G_J univ 
class 1st lo G_N en 
lo class unnappudu PSP univ 
unnappudu lo mukku G_J te 
mukku unnappudu cheedukunte G_X te 
cheedukunte mukku tuduchukotam G_X te 
tuduchukotam cheedukunte telidu G_X te 
telidu tuduchukotam kaani G_X te 
kaani telidu fan G_X te 
fan kaani avvadam G_N en 
avvadam fan telusu PSP te 
telusu avvadam ! G_X te 
! telusu witness G_X univ 
witness ! the G_N en 
the witness pillathanam DT en 
pillathanam the . G_X te 
. pillathanam pic.twitter.com/nPxxuk2owz G_X univ 
pic.twitter.com/nPxxuk2owz . null U univ 

Gente null mantenme G_N te 
mantenme Gente sugerencias G_X te 
sugerencias mantenme para G_N univ 
para sugerencias seguirlos G_N univ 
seguirlos para en G_X univ 
en seguirlos instagramz G_R univ 
instagramz en !!! G_J en 
!!! instagramz null G_X univ 

@OnlyForPsPk null yeah @ univ 
yeah @OnlyForPsPk .. G_PRT en 
.. yeah cinema G_X univ 
cinema .. lo G_N en 
lo cinema casting PSP univ 
casting lo gurinchi G_V en 
gurinchi casting peddaga G_X te 
peddaga gurinchi evadiki G_X univ 
evadiki peddaga telidu G_X te 
telidu evadiki atleast G_X univ 
atleast telidu audio G_R en 
audio atleast and G_J en 
and audio trailer CC en 
trailer and aina G_N en 
aina trailer bagunte G_X te 
bagunte aina janallo G_X te 
janallo bagunte baga PSP univ 
baga janallo hype G_X te 
hype baga ostadhi G_N en 
ostadhi hype null G_X te 

Happy null women's G_J en 
women's Happy day G_N en 
day women's Kajal G_N en 
Kajal day Agarwal G_N univ 
Agarwal Kajal Asalu G_N univ 
Asalu Agarwal Businessman G_X te 
Businessman Asalu Movie G_N en 
Movie Businessman lo G_N en 
lo Movie @urstrulyMahesh G_N univ 
@urstrulyMahesh lo neeku @ univ 
neeku @urstrulyMahesh iche G_PRT te 
iche neeku respect G_X te 
respect iche edaithe G_N en 
edaithe respect vundho G_X te 
vundho edaithe adi G_X univ 
adi vundho amogam G_X te 
amogam adi ! G_X te 
! amogam null G_X univ 

@kostha_bidda null wt @ univ 
wt @kostha_bidda a G_PRP en 
a wt idea DT univ 
idea a sir G_N en 
sir idea jiiii G_N en 
jiiii sir ... G_X univ 
... jiiii Great ~ univ 
Great ... nuvvu G_J en 
nuvvu Great asalu G_X te 
asalu nuvvu null G_X te 

@srivallipawan null @Pa1fans @ univ 
@Pa1fans @srivallipawan @SaiDharamTejfan @ univ 
@SaiDharamTejfan @Pa1fans Naku @ univ 
Naku @SaiDharamTejfan telidu G_X te 
telidu Naku anduke G_X univ 
anduke telidu asking G_X te 
asking anduke null G_V en 

@pavanstweet null neetho @ univ 
neetho @pavanstweet ide G_PRT te 
ide neetho vachindi G_N univ 
vachindi ide ... G_X te 
... vachindi anyways G_X univ 
anyways ... ila G_PRT en 
ila anyways manollandari G_X te 
manollandari ila ki G_X te 
ki manollandari least/low G_X univ 
least/low ki leda G_R univ 
leda least/low asalu G_X univ 
asalu leda expectations G_X te 
expectations asalu lekapodame G_N en 
lekapodame expectations best G_X te 
best lekapodame lee G_J en 
lee best null G_N univ 

#Racegurram null lo # univ 
lo #Racegurram @shrutihaasan PSP univ 
@shrutihaasan lo inside @ univ 
inside @shrutihaasan fear PSP en 
fear inside la G_N en 
la fear inside G_N univ 
inside la crying PSP en 
crying inside commentary G_V en 
commentary crying box G_N en 
box commentary lo G_N univ 
lo box @iramizraja PSP univ 
@iramizraja lo gadu @ univ 
gadu @iramizraja Super G_PRT te 
Super gadu enjoyment G_N en 
enjoyment Super asalu G_N en 
asalu enjoyment null G_X te 

" null @kirankonnects01 null univ 
@kirankonnects01 " Baasu @ univ 
Baasu @kirankonnects01 neeku G_N te 
neeku Baasu telidu G_X te 
telidu neeku Nitin G_X te 
Nitin telidu was G_N univ 
was Nitin introduced G_V en 
introduced was as G_V en 
as introduced Telangana PSP en 
Telangana as Superstar G_N univ 
Superstar Telangana on G_N en 
on Superstar screen PSP en 
screen on @Urstrulyrk_ G_N en 
@Urstrulyrk_ screen @crazydiode @ univ 
@crazydiode @Urstrulyrk_ """ @ univ 
""" @crazydiode null null univ 

Hahahha null @ethnofest9 G_PRT univ 
@ethnofest9 Hahahha super @ univ 
super @ethnofest9 edit G_R en 
edit super asalu G_V en 
asalu edit .. G_X te 
.. asalu @PawanKalyan G_X univ 
@PawanKalyan .. katamarayuda @ univ 
katamarayuda @PawanKalyan mashup G_N univ 
mashup katamarayuda https:// G_N en 
https:// mashup twitter.com/ethnofest9/sta U univ 
twitter.com/ethnofest9/sta https:// tus/704140276516847617 U univ 
tus/704140276516847617 twitter.com/ethnofest9/sta null $ univ 

@kalyannn_ null emi @ univ 
emi @kalyannn_ wait G_N te 
wait emi bro G_V en 
bro wait .. G_N en 
.. bro vadu G_X univ 
vadu .. eppudu G_N te 
eppudu vadu photo G_X te 
photo eppudu .. G_N en 
.. photo nxt G_X univ 
nxt .. seen G_N en 
seen nxt pedathadu G_V en 
pedathadu seen emo G_R te 
emo pedathadu ani G_J univ 
ani emo bayamga G_N te 
bayamga ani undi G_X te 
undi bayamga null G_N te 

@alwayscharan4u null ROFLooooL @ univ 
ROFLooooL @alwayscharan4u telidu G_PRT univ 
telidu ROFLooooL . G_X te 
. telidu YouTube G_X univ 
YouTube . lo G_N en 
lo YouTube dorkite G_X univ 
dorkite lo esa G_X te 
esa dorkite . G_X te 
. esa : G_X univ 
: . ' E univ 
' : D E univ 
D ' BTW E univ 
BTW D see G_X univ 
see BTW that G_V en 
that see 3 DT en 
3 that videos null univ 
videos 3 too G_N en 
too videos null G_R en 

@Sudheer_tweets null TRUE @ univ 
TRUE @Sudheer_tweets bro G_J en 
bro TRUE horrible G_N en 
horrible bro asalu G_J en 
asalu horrible @annayyaabhimani G_N te 
@annayyaabhimani asalu @kostha_bidda @ univ 
@kostha_bidda @annayyaabhimani null @ univ 

@pratyusha null asalu @ univ 
asalu @pratyusha taggatledu G_X te 
taggatledu asalu ga G_X te 
ga taggatledu .. G_X te 
.. ga kummandi G_X univ 
kummandi .. null G_X te 

@maheshaddict null meeru @ univ 
meeru @maheshaddict malli G_X te 
malli meeru prabhas G_X te 
prabhas malli fans G_N univ 
fans prabhas tho G_N en 
tho fans kalisi PSP te 
kalisi tho snake G_X te 
snake kalisi dance G_N en 
dance snake cheseru G_N en 
cheseru dance akkada G_X te 
akkada cheseru mee G_X te 
mee akkada cinema G_PRP univ 
cinema mee range G_N en 
range cinema intha G_N en 
intha range worst G_X te 
worst intha ani G_J en 
ani worst asalu G_X te 
asalu ani expect G_X te 
expect asalu cheyyale G_V en 
cheyyale expect null G_X te 

akira null ni G_N univ 
ni akira movies G_N univ 
movies ni enduku G_N en 
enduku movies farming G_X te 
farming enduku chesuko G_N en 
chesuko farming antadu G_X te 
antadu chesuko emo G_X te 
emo antadu ..... G_X te 
..... emo asalu G_X univ 
asalu ..... movies G_J te 
movies asalu meeda G_N en 
meeda movies konchem G_X te 
konchem meeda kuda G_X te 
kuda konchem intrest G_X te 
intrest kuda lenattu G_N en 
lenattu intrest undiga G_X te 
undiga lenattu #PSPKInterview G_X te 
#PSPKInterview undiga null # univ 

" null Police null univ 
Police " story G_N en 
story Police chusi G_N en 
chusi story untaru G_X te 
untaru chusi meru G_X te 
meru untaru eppudu G_X te 
eppudu meru daka G_X te 
daka eppudu . G_N te 
. daka Kani G_X univ 
Kani . mana G_X te 
mana Kani Adhire G_X te 
Adhire mana Abhi G_X te 
Abhi Adhire relax G_N univ 
relax Abhi story G_V en 
story relax ento G_N en 
ento story chudandi G_X te 
chudandi ento ...!! G_X te 
...!! chudandi Full G_X univ 
Full ...!! video G_J en 
video Full : G_N en 
: video ... G_X univ 
... : http:// G_X univ 
http:// ... fb.me/4wfUkQqod U univ 
fb.me/4wfUkQqod http:// """ U univ 
""" fb.me/4wfUkQqod null null univ 

Bala null kakunda G_N te 
kakunda Bala inkokaru G_X te 
inkokaru kakunda aa G_X te 
aa inkokaru speech G_N univ 
speech aa ichi G_N en 
ichi speech unte G_X univ 
unte ichi TL G_N te 
TL unte lo G_X univ 
lo TL N G_V univ 
N lo fans CC univ 
fans N guddaloodadheeskoni G_N en 
guddaloodadheeskoni fans Mari G_X te 
Mari guddaloodadheeskoni naked G_X te 
naked Mari dance G_J en 
dance naked esevallu G_N en 
esevallu dance .. G_X te 
.. esevallu Abba G_X univ 
Abba .. em G_X univ 
em Abba silence G_PRP univ 
silence em ra G_N en 
ra silence asalu G_X te 
asalu ra .. G_X te 
.. asalu laal G_X univ 
laal .. salaam G_X te 
salaam laal null G_X te 

Chilli null Rasame G_N univ 
Rasame Chilli Unna G_N te 
Unna Rasame Thingum G_X te 
Thingum Unna Pothu G_X te 
Pothu Thingum Naaku G_X te 
Naaku Pothu Oorum G_X te 
Oorum Naaku Nesame G_X univ 
Nesame Oorum Adi G_X te 
Adi Nesame Rasame G_X te 
Rasame Adi Unna G_X en 
Unna Rasame Thachu G_X te 
Thachu Unna Thachu G_X te 
Thachu Thachu Thinga G_X te 
Thinga Thachu Poren G_X en 
Poren Thinga Dhinamaeee G_X univ 
Dhinamaeee Poren null G_X te 

@SamaVarunReddy null already @ univ 
already @SamaVarunReddy masala G_R en 
masala already movie G_N en 
movie masala thisuthunam G_N en 
thisuthunam movie kada G_X te 
kada thisuthunam #Sarrainodu G_X te 
#Sarrainodu kada inka # univ 
inka #Sarrainodu chalu G_X te 
chalu inka Vikram G_X te 
Vikram chalu Kumar G_N univ 
Kumar Vikram movie G_N univ 
movie Kumar best G_N en 
best movie eppudu G_J en 
eppudu best tharavatha G_X te 
tharavatha eppudu masala G_X te 
masala tharavatha try G_N en 
try masala chedam G_V en 
chedam try null G_J te 

@Chinmayi null ayyooo @ univ 
ayyooo @Chinmayi avnaa G_PRT te 
avnaa ayyooo Itey G_X te 
Itey avnaa em G_X te 
em Itey chestaarante G_X univ 
chestaarante em naaku G_X te 
naaku chestaarante food G_X te 
food naaku items G_N en 
items food ishtam G_N en 
ishtam items . G_V te 
. ishtam akkada G_X univ 
akkada . maamul G_X te 
maamul akkada ga G_X te 
ga maamul taste G_X univ 
taste ga cheyandi G_V en 
cheyandi taste and G_X te 
and cheyandi ela CC en 
ela and unnayoo G_X te 
unnayoo ela cheppandi G_X te 
cheppandi unnayoo and G_X te 
and cheppandi njy CC en 
njy and a G_V univ 
a njy lot DT univ 
lot a null G_N en 

mega null fans G_J en 
fans mega lo G_N en 
lo fans asalu G_V univ 
asalu lo sentence G_J te 
sentence asalu ki G_N en 
ki sentence meaning G_N univ 
meaning ki ki G_V en 
ki meaning link G_X univ 
link ki lekunda G_N en 
lekunda link unna G_X te 
unna lekunda tweet G_X te 
tweet unna esadu G_V en 
esadu tweet ante G_X te 
ante esadu adi G_X te 
adi ante shekar G_X te 
shekar adi gaadu G_N univ 
gaadu shekar ani G_X te 
ani gaadu confirm G_X te 
confirm ani sesukondi G_V en 
sesukondi confirm #illiterates G_J te 
#illiterates sesukondi null # univ 

@sreeramtej null asalu @ univ 
asalu @sreeramtej eellaki G_PRT te 
eellaki asalu em G_X te 
em eellaki telsani G_PRP univ 
telsani em egurtharo G_X te 
egurtharo telsani artham G_X te 
artham egurtharo kadhu G_X te 
kadhu artham bro G_X te 
bro kadhu asalu G_N en 
asalu bro Edupe G_X te 
Edupe asalu primary G_V en 
primary Edupe option G_J en 
option primary unnattundhi G_N en 
unnattundhi option veellaku G_X te 
veellaku unnattundhi null G_X te 

@iamUpendar null ante @ univ 
ante @iamUpendar thanu G_X te 
thanu ante chanipoiii G_X te 
chanipoiii thanu paiki G_X te 
paiki chanipoiii velli G_X te 
velli paiki akkada G_X te 
akkada velli conversation G_X te 
conversation akkada ah G_N en 
ah conversation place G_PRT univ 
place ah description G_N univ 
description place baagundi G_N en 
baagundi description kada G_X te 
kada baagundi naaku G_X te 
naaku kada movie G_X te 
movie naaku chusthunattu G_N en 
chusthunattu movie anipinchindi G_X te 
anipinchindi chusthunattu null G_X te 

" null Oopiri null univ 
Oopiri " songs G_N te 
songs Oopiri superrr G_N en 
superrr songs vunnai G_R en 
vunnai superrr my PSP te 
my vunnai pic DT en 
pic my Ayyo G_N en 
Ayyo pic ayyo G_PRT te 
ayyo Ayyo eppudu G_PRT te 
eppudu ayyo Nuvvuemichavo G_PRP te 
Nuvvuemichavo eppudu Podhama G_X te 
Podhama Nuvvuemichavo . G_X te 
. Podhama Oka G_X univ 
Oka . Life G_X te 
Life Oka pic.twitter.com/M3goJGli3E G_N en 
pic.twitter.com/M3goJGli3E Life """ U univ 
""" pic.twitter.com/M3goJGli3E null null univ 

Trolls null pedthe G_N en 
pedthe Trolls facts G_X te 
facts pedthe pettandra G_N en 
pettandra facts .. G_X te 
.. pettandra Asalu G_X univ 
Asalu .. aa G_X te 
aa Asalu buddodu G_X univ 
buddodu aa height G_X te 
height buddodu ledu G_N en 
ledu height cutout G_X te 
cutout ledu ledu G_N en 
ledu cutout meeru G_X te 
meeru ledu kuda G_X te 
kuda meeru prabhas G_X te 
prabhas kuda ni G_N univ 
ni prabhas troll G_X univ 
troll ni ... G_N en 
... troll http:// G_X univ 
http:// ... fb.me/7JxqW3cL5 U univ 
fb.me/7JxqW3cL5 http:// null U univ 

" null @Ragavendraraoba null univ 
@Ragavendraraoba " Sir @ univ 
Sir @Ragavendraraoba "," G_N en 
"," Sir mee G_X univ 
mee "," movies G_PRP univ 
movies mee ante G_N en 
ante movies naaku G_N te 
naaku ante praanam G_X te 
praanam naaku "," G_X te 
"," praanam please G_X univ 
please "," mee G_V en 
mee please movies G_PRP en 
movies mee lo G_N en 
lo movies Shradha PSP univ 
Shradha lo Das G_N univ 
Das Shradha ni G_N univ 
ni Das chupinchandi G_X univ 
chupinchandi ni "," G_X te 
"," chupinchandi she G_X univ 
she "," is G_PRP en 
is she talented G_V en 
talented is and G_J en 
and talented we CC en 
we and love G_PRP en 
love we her G_V en 
her love ... G_PRP en 
... her " G_X univ 
" ... null null univ 

@shockk9999 null only @ univ 
only @shockk9999 heroine G_J en 
heroine only & G_N en 
& heroine writers CC univ 
writers & ni G_N en 
ni writers change PSP univ 
change ni chesaru G_V en 
chesaru change anukunta G_PRP te 
anukunta chesaru .. G_X te 
.. anukunta emo G_X univ 
emo .. anna G_J univ 
anna emo manaki G_X te 
manaki anna telidu G_X te 
telidu manaki .. G_X te 
.. telidu evado G_X univ 
evado .. seppadu G_X te 
seppadu evado vesa G_X te 
vesa seppadu null G_X te 

Murali null Mohan G_N univ 
Mohan Murali meeda G_N univ 
meeda Mohan allegations G_X te 
allegations meeda inka G_N en 
inka allegations comedy G_X te 
comedy inka . G_N en 
. comedy Asalu G_X univ 
Asalu . kaneesam G_X te 
kaneesam Asalu 7th G_N te 
7th kaneesam pass null univ 
pass 7th aina G_N en 
aina pass vaallu G_X univ 
vaallu aina aina G_X ne 
aina vaallu pani G_X univ 
pani aina chestharaa G_X te 
chestharaa pani Sakshi G_X te 
Sakshi chestharaa lo G_N univ 
lo Sakshi . PSP univ 
. lo null G_X univ 

Notification null eppudu G_N en 
eppudu Notification clear G_V te 
clear eppudu chedtharu G_J en 
chedtharu clear vallu G_X te 
vallu chedtharu naaku G_X te 
naaku vallu nee G_X te 
nee naaku notifications G_X te 
notifications nee ravadam G_N en 
ravadam notifications ledhu G_X te 
ledhu ravadam @wasimakram7550 G_X te 
@wasimakram7550 ledhu null @ univ 

" null Sardar null univ 
Sardar " audio G_N univ 
audio Sardar Venue G_N en 
Venue audio Gacchibowli G_N en 
Gacchibowli Venue . G_N univ 
. Gacchibowli -- G_X univ 
-- . super G_X univ 
super -- . G_R en 
. super Venue G_X univ 
Venue . CHANGE G_N univ 
CHANGE Venue Novatel G_N en 
Novatel CHANGE anta G_N univ 
anta Novatel ? G_N te 
? anta . G_X univ 
. ? - G_X univ 
- . asalu G_X univ 
asalu - saripodu G_N te 
saripodu asalu "," G_N te 
"," saripodu after G_X univ 
after "," function PSP en 
function after NOVATEL G_N en 
NOVATEL function thirigi G_N univ 
thirigi NOVATEL kattukovali G_N te 
kattukovali thirigi " G_N te 
" kattukovali null null univ 

Eppudu null em G_V te 
em Eppudu matladalo G_PRP univ 
matladalo em Teliudu G_V te 
Teliudu matladalo Explanation G_N te 
Explanation Teliudu ichadu G_N en 
ichadu Explanation ani G_X te 
ani ichadu Goppaga G_X te 
Goppaga ani Cheppukuntunnaru G_N te 
Cheppukuntunnaru Goppaga Hero G_N te 
Hero Cheppukuntunnaru Thagga G_N en 
Thagga Hero fans G_N te 
fans Thagga https:// G_N en 
https:// fans twitter.com/RaviAKP/status U univ 
twitter.com/RaviAKP/status https:// /706868634312953856 U univ 
/706868634312953856 twitter.com/RaviAKP/status null $ univ 

@IamIVK null superb @ univ 
superb @IamIVK Asalu G_J en 
Asalu superb . G_X te 
. Asalu chala G_X univ 
chala . roju G_X te 
roju chala la G_X te 
la roju tarvatha G_X te 
tarvatha la SRK G_X te 
SRK tarvatha mve G_N univ 
mve SRK exciting G_V en 
exciting mve ga G_J en 
ga exciting anipinchindi.mv G_X univ 
anipinchindi.mv ga kosam U univ 
kosam anipinchindi.mv waiting G_X univ 
waiting kosam chesela G_V en 
chesela waiting undi PSP te 
undi chesela . G_X te 
. undi evng G_X univ 
evng . nundi G_N univ 
nundi evng chustune G_X te 
chustune nundi unna G_X univ 
unna chustune trailer G_X te 
trailer unna . G_N en 
. trailer null G_X univ 

" null Mahesh null univ 
Mahesh " fans G_N univ 
fans Mahesh ni G_N en 
ni fans tag PSP univ 
tag ni cheyakandi G_N en 
cheyakandi tag asalu G_X te 
asalu cheyakandi tweets G_X te 
tweets asalu lo G_N en 
lo tweets "," PSP univ 
"," lo lgk G_X univ 
lgk "," brains G_X univ 
brains lgk entha G_N en 
entha brains chepina PSP te 
chepina entha vallaki G_X te 
vallaki chepina em G_X te 
em vallaki ardamkadhu G_PRP univ 
ardamkadhu em " G_X te 
" ardamkadhu null null univ 

" null @Antharvani null univ 
@Antharvani " Petrochemical @ univ 
Petrochemical @Antharvani plant G_N te 
plant Petrochemical ekkado G_N en 
ekkado plant telidu G_X te 
telidu ekkado kaani G_X te 
kaani telidu .. G_X te 
